milieu,province,annee,taux_activite,taux_emploi,taux_chomage
Rural,Taounate,2019,53.2,52.5,
Rural,Taounate,2020,50.9,48.7,4.2
Rural,Taounate,2021,50.2,48.7,2.9
Rural,Taounate,2022,50.5,49.2,2.6
Rural,Taounate,2023,48.0,47.2,
Rural,Taounate,2024,45.3,43.9,3.3
Rural,Taounate,2025,45.0,41.7,7.4
Urbain,Taounate,2017,38.7,36.3,
Urbain,Taounate,2018,35.8,34.0,
Urbain,Taounate,2019,40.9,39.5,
Urbain,Taounate,2020,40.4,38.8,
Urbain,Taounate,2021,35.7,32.4,
Urbain,Taounate,2022,35.7,32.3,
Urbain,Taounate,2023,33.4,30.2,
Urbain,Taounate,2024,34.2,30.2,
Urbain,Taounate,2025,35.1,31.1,
National,Taourirt,2017,45.4,37.7,17.0
National,Taourirt,2018,43.9,37.5,14.6
National,Taourirt,2019,43.3,37.2,14.0
National,Taourirt,2020,43.9,34.8,20.7
National,Taourirt,2021,42.7,35.0,18.2
National,Taourirt,2022,41.0,33.7,17.9
National,Taourirt,2023,39.1,31.8,18.5
National,Taourirt,2024,38.3,29.8,22.1
National,Taourirt,2025,39.6,30.6,22.7
Rural,Taourirt,2017,55.3,50.0,
Rural,Taourirt,2018,48.8,44.1,
Rural,Taourirt,2019,47.7,42.7,
Rural,Taourirt,2020,50.1,45.1,
Rural,Taourirt,2021,48.9,42.8,12.3
Rural,Taourirt,2022,45.2,40.4,
Rural,Taourirt,2023,46.0,39.2,
Rural,Taourirt,2024,40.8,34.5,
Rural,Taourirt,2025,41.1,35.0,
Urbain,Taourirt,2017,41.3,32.6,21.2
Urbain,Taourirt,2018,41.8,34.6,17.1
Urbain,Taourirt,2019,41.5,35.0,15.7
Urbain,Taourirt,2020,41.4,30.7,25.9
Urbain,Taourirt,2021,40.3,31.9,20.9
Urbain,Taourirt,2022,39.5,31.2,21.0
Urbain,Taourirt,2023,36.7,29.3,20.1
Urbain,Taourirt,2024,37.5,28.4,24.4
Urbain,Taourirt,2025,39.2,29.3,25.2
National,Tarfaya,2017,43.0,41.4,
National,Tarfaya,2018,37.7,32.3,
National,Tarfaya,2019,36.4,,
National,Tarfaya,2021,44.1,,
National,Tarfaya,2023,35.0,,
National,Tarfaya,2024,51.8,,
National,Tarfaya,2025,63.6,43.3,
National,Taroudannt,2017,45.8,42.7,6.7
National,Taroudannt,2018,45.4,41.8,7.9
National,Taroudannt,2019,45.4,41.7,7.9
National,Taroudannt,2020,43.4,39.5,8.9
National,Taroudannt,2021,41.7,38.3,8.2
National,Taroudannt,2022,37.4,34.5,7.9
National,Taroudannt,2023,37.3,33.2,11.0
National,Taroudannt,2024,38.3,35.1,8.3
National,Taroudannt,2025,38.3,35.8,6.7
Rural,Taroudannt,2017,48.0,45.8,4.6
Rural,Taroudannt,2018,48.1,45.2,6.0
Rural,Taroudannt,2019,46.4,43.6,6.0
Rural,Taroudannt,2020,43.4,40.2,7.2
Rural,Taroudannt,2021,41.2,39.0,5.4
Rural,Taroudannt,2022,36.8,34.9,5.2
Rural,Taroudannt,2023,36.3,33.3,8.3
Rural,Taroudannt,2024,37.6,34.9,7.2
Rural,Taroudannt,2025,37.1,35.1,5.3
Urbain,Taroudannt,2017,41.2,36.3,11.9
Urbain,Taroudannt,2018,40.1,35.2,12.2
Urbain,Taroudannt,2019,43.4,38.2,12.0
Urbain,Taroudannt,2020,43.5,38.1,12.3
Urbain,Taroudannt,2021,42.6,37.1,13.0
Urbain,Taroudannt,2022,38.6,33.7,12.5
Urbain,Taroudannt,2023,38.9,32.9,15.4
Urbain,Taroudannt,2024,39.4,35.3,10.3
Urbain,Taroudannt,2025,40.4,36.8,8.9
National,Tata,2017,36.8,32.7,11.0
National,Tata,2018,38.0,34.3,9.8
National,Tata,2019,36.5,33.4,8.5
National,Tata,2020,35.2,32.5,
National,Tata,2021,33.0,30.1,8.6
National,Tata,2022,29.2,25.5,12.7
National,Tata,2023,30.5,26.1,14.5
National,Tata,2024,35.0,30.9,11.7
National,Tata,2025,34.9,31.6,
Rural,Tata,2017,36.1,32.7,
Rural,Tata,2018,37.0,34.1,
Rural,Tata,2019,36.5,33.3,
Rural,Tata,2020,35.6,33.9,
Rural,Tata,2021,29.6,27.3,
Rural,Tata,2022,25.3,21.7,
Rural,Tata,2023,24.1,20.8,
Rural,Tata,2024,30.2,28.1,
Rural,Tata,2025,32.2,29.7,
Urbain,Tata,2017,38.0,32.8,
Urbain,Tata,2018,39.9,34.7,
Urbain,Tata,2019,36.4,33.5,
Urbain,Tata,2020,34.6,30.3,
Urbain,Tata,2021,38.3,34.5,
Urbain,Tata,2022,34.9,31.0,
Urbain,Tata,2023,39.5,33.6,
Urbain,Tata,2024,41.9,34.8,
Urbain,Tata,2025,38.9,34.5,
National,Taza,2017,46.5,44.3,4.8
National,Taza,2018,44.4,42.3,4.6
National,Taza,2019,43.3,41.4,4.6
National,Taza,2020,42.9,39.1,8.9
National,Taza,2021,42.6,39.7,6.9
National,Taza,2022,43.4,40.3,7.3
National,Taza,2023,41.0,38.5,6.0
National,Taza,2024,39.5,37.0,6.4
National,Taza,2025,40.9,37.2,9.0
Rural,Taza,2017,56.4,55.9,
Rural,Taza,2018,54.8,54.4,
Rural,Taza,2019,52.4,51.6,
Rural,Taza,2020,51.0,48.7,4.5
Rural,Taza,2021,49.4,48.5,
Rural,Taza,2022,50.8,49.8,
Rural,Taza,2023,47.6,46.3,
Rural,Taza,2024,45.1,43.7,
Rural,Taza,2025,47.5,44.7,6.0
Urbain,Taza,2017,33.5,29.0,13.5
Urbain,Taza,2018,31.8,27.7,12.7
Urbain,Taza,2019,32.1,28.6,10.9
Urbain,Taza,2020,33.7,28.2,16.4
Urbain,Taza,2021,34.1,28.7,15.9
Urbain,Taza,2022,34.6,28.9,16.4
Urbain,Taza,2023,33.1,29.4,11.4
Urbain,Taza,2024,32.9,29.1,11.6
Urbain,Taza,2025,33.4,28.9,13.7
National,Tinghir,2017,42.6,40.2,5.6
National,Tinghir,2018,42.4,40.4,4.8
National,Tinghir,2019,39.9,37.4,6.2
National,Tinghir,2020,39.5,35.9,9.3
National,Tinghir,2021,43.4,39.6,8.7
National,Tinghir,2022,41.9,38.0,9.2
National,Tinghir,2023,41.2,36.4,11.6
National,Tinghir,2024,43.9,38.6,12.1
National,Tinghir,2025,42.8,39.3,8.3
Rural,Tinghir,2017,43.1,40.9,5.0
Rural,Tinghir,2018,43.3,41.8,
Rural,Tinghir,2019,40.1,38.4,
Rural,Tinghir,2020,40.7,37.3,8.2
Rural,Tinghir,2021,45.1,41.8,7.4
Rural,Tinghir,2022,43.9,39.7,9.4
Rural,Tinghir,2023,42.2,37.6,10.9
Rural,Tinghir,2024,44.8,39.6,11.6
Rural,Tinghir,2025,43.7,40.4,
Urbain,Tinghir,2017,40.8,37.7,
Urbain,Tinghir,2018,39.8,36.1,
Urbain,Tinghir,2019,39.1,34.5,
Urbain,Tinghir,2020,36.3,31.6,
Urbain,Tinghir,2021,37.5,32.1,
Urbain,Tinghir,2022,35.5,32.4,
Urbain,Tinghir,2023,38.5,33.2,
Urbain,Tinghir,2024,41.5,36.0,
Urbain,Tinghir,2025,40.5,36.4,
National,Tiznit,2017,36.8,34.0,7.6
National,Tiznit,2018,35.3,32.7,7.3
National,Tiznit,2019,35.8,32.7,8.7
National,Tiznit,2020,36.2,33.0,8.7
National,Tiznit,2021,36.3,33.0,9.1
National,Tiznit,2022,31.6,29.5,6.7
National,Tiznit,2023,32.6,29.1,10.6
National,Tiznit,2024,31.1,28.3,8.9
National,Tiznit,2025,32.6,29.0,11.0
Rural,Tiznit,2017,37.7,35.4,
Rural,Tiznit,2018,33.9,32.0,
Rural,Tiznit,2019,34.1,31.5,
Rural,Tiznit,2020,33.8,31.4,
Rural,Tiznit,2021,34.3,32.0,
Rural,Tiznit,2022,27.3,25.4,
Rural,Tiznit,2023,28.4,25.7,
Rural,Tiznit,2024,27.2,24.8,
Rural,Tiznit,2025,27.4,24.2,
Urbain,Tiznit,2017,35.6,31.9,
Urbain,Tiznit,2018,37.4,33.9,
Urbain,Tiznit,2019,38.1,34.3,
Urbain,Tiznit,2020,39.3,35.2,
Urbain,Tiznit,2021,38.7,34.2,11.8
Urbain,Tiznit,2022,36.7,34.3,
Urbain,Tiznit,2023,37.5,33.1,
Urbain,Tiznit,2024,35.6,32.4,
Urbain,Tiznit,2025,38.4,34.3,
National,Tétouan,2017,47.3,41.9,11.4
National,Tétouan,2018,46.8,41.6,11.1
National,Tétouan,2019,47.2,41.6,11.7
National,Tétouan,2020,48.0,41.7,13.2
National,Tétouan,2021,49.7,43.9,11.7
National,Tétouan,2022,49.3,43.9,11.1
National,Tétouan,2023,47.0,41.0,12.8
National,Tétouan,2024,46.7,41.1,12.0
National,Tétouan,2025,46.9,41.7,11.2
Rural,Tétouan,2017,54.2,53.2,
Rural,Tétouan,2018,55.7,53.7,
Rural,Tétouan,2019,54.9,53.4,
Rural,Tétouan,2020,53.7,51.6,
Rural,Tétouan,2021,61.4,60.0,
Rural,Tétouan,2022,62.1,60.1,
Rural,Tétouan,2023,58.3,56.1,
Rural,Tétouan,2024,59.1,56.7,
Rural,Tétouan,2025,56.0,54.0,
Urbain,Tétouan,2017,45.0,38.2,15.1
Urbain,Tétouan,2018,43.8,37.5,14.4
Urbain,Tétouan,2019,44.7,37.8,15.3
Urbain,Tétouan,2020,46.2,38.6,16.5
Urbain,Tétouan,2021,46.0,38.9,15.6
Urbain,Tétouan,2022,45.5,39.0,14.3
Urbain,Tétouan,2023,43.4,36.3,16.5
Urbain,Tétouan,2024,42.6,36.0,15.5
Urbain,Tétouan,2025,43.8,37.5,14.5
National,Youssoufia,2017,44.9,39.6,11.8
National,Youssoufia,2018,46.8,41.1,12.3
National,Youssoufia,2019,46.4,43.9,5.3
National,Youssoufia,2020,47.1,44.0,6.6
National,Youssoufia,2021,46.7,43.9,6.0
National,Youssoufia,2022,46.3,43.9,5.3
National,Youssoufia,2023,41.2,38.3,7.2
National,Youssoufia,2024,41.2,36.7,10.9
National,Youssoufia,2025,40.3,37.2,7.7
Rural,Youssoufia,2017,52.1,50.0,
Rural,Youssoufia,2018,54.1,51.9,
Rural,Youssoufia,2019,55.2,53.9,
Rural,Youssoufia,2020,53.5,50.5,
Rural,Youssoufia,2021,53.4,52.5,
Rural,Youssoufia,2022,51.5,50.7,
Rural,Youssoufia,2023,43.5,42.1,
Rural,Youssoufia,2024,43.4,40.3,
Rural,Youssoufia,2025,40.3,38.2,
Urbain,Youssoufia,2017,35.8,26.4,26.3
Urbain,Youssoufia,2018,37.6,27.3,27.3
Urbain,Youssoufia,2019,35.9,32.0,10.7
Urbain,Youssoufia,2020,39.4,36.2,
Urbain,Youssoufia,2021,38.3,33.2,13.4
Urbain,Youssoufia,2022,40.1,35.8,
Urbain,Youssoufia,2023,38.7,33.9,12.3
Urbain,Youssoufia,2024,38.6,32.6,15.8
Urbain,Youssoufia,2025,40.3,35.9,10.9
National,Zagora,2017,34.8,33.2,4.6
National,Zagora,2018,36.0,35.0,
National,Zagora,2019,43.0,40.5,5.8
National,Zagora,2020,40.0,35.8,10.4
National,Zagora,2021,42.1,38.7,8.0
National,Zagora,2022,38.2,33.9,11.2
National,Zagora,2023,40.2,36.2,10.0
National,Zagora,2024,39.2,34.1,13.0
National,Zagora,2025,39.8,36.8,7.6
Rural,Zagora,2017,34.5,33.4,
Rural,Zagora,2018,35.6,35.1,
Rural,Zagora,2019,44.2,41.3,6.6
Rural,Zagora,2020,40.4,36.1,10.6
Rural,Zagora,2021,42.2,38.8,8.0
Rural,Zagora,2022,37.3,33.3,10.7
Rural,Zagora,2023,40.1,36.9,8.0
Rural,Zagora,2024,40.0,35.0,12.4
Rural,Zagora,2025,39.6,37.1,
Urbain,Zagora,2017,36.5,32.5,
Urbain,Zagora,2018,37.9,34.6,
Urbain,Zagora,2019,37.8,37.1,
Urbain,Zagora,2020,38.1,34.5,
Urbain,Zagora,2021,41.5,38.1,
Urbain,Zagora,2022,42.6,37.0,
Urbain,Zagora,2023,40.6,33.0,
Urbain,Zagora,2024,36.0,30.4,
Urbain,Zagora,2025,40.4,35.5,
